Name	category	price	rating	review_count
Woodward Cocktail Bar	Gay Bars,Burgers,Cocktail Bars	$	4.0	8
Shway Shway Cafe	Cafes,Breakfast & Brunch,Salad	$	4.5	5
Giovanna’s Lounge	Nightlife,Restaurants	$	4.0	6
amalfi	Italian		3.5	3
Dragon’s Inn Restaurant	Chinese	$$	3.5	16
Mandarin House Restaurant	Chinese	$$	4.0	9
Gyro Land	Food Court,Greek	$	2.0	5
Carribean Island Spice	Lebanese	$$	3.5	3
Akkad Restaurant	Halal	$$	4.0	1
Milano Cafe	Cafes	$$	4.0	3
Sushi Jade	Japanese,Dim Sum,Noodles	$$	3.5	3.0
The Boulevard Room	Breakfast & Brunch	$$	1.5	5.0
Cheech’s Chicken	Restaurants		4.5	2.0
New China One	Chinese	$	3.5	19.0
River Cafe	American (Traditional)	$$	2.5	4.0
Mauro’s On Erie	Mediterranean,Italian		3.5	3.0
Qzine Cafe	Cafes		4.0	1.0
Indian Palace Restaurant	Indian	$$	3.5	13.0
Fourteen East	Cafes,Art Galleries,Coffee & Tea	$	4.0	52.0
Hoi Sushi	Sushi Bars	$$	3.0	29.0
Happy Four Party Store	Beer,Wine & Spirits,Pizza	$	3.0	5.0
Walkerville Eatery	Pizza		4.0	3.0
Shawarma Palace	Lebanese		4.0	5.0
Pasta Shop the Restaurant	Italian		5.0	1.0
Amir’s Greek Pita Express	Donairs,Greek,Poutineries		4.5	3.0
BB’s Butchers Inn	Breakfast & Brunch,Burgers,American (Traditional)	$	2.0	22.0
Rockhead Pub	Comedy Clubs,Burgers,Sandwiches	$$	3.0	2.0
Yami Sushi	Sushi Bars,Japanese,Korean	$$	4.0	10.0
Luna’s Trattoria	Italian	$$	4.0	2.0
Mike Coney Island	Hot Dogs,Sandwiches,Salad	$	4.5	3.0
150 Cafe Lounge	American (New),Sandwiches	$$	3.0	9.0
Windsor Seoul Restaurant	Korean	$$	3.5	12.0
Krooked Kilt	Bars,American (Traditional)	$$	3.5	3.0
Detroit Shawarma	Mediterranean	$$	3.0	2.0
POP + Offworld	Pizza,Bars,Arcades			
Epicurus Restaurant of Wayne state	Diners,Halal,Pizza	$	3.5	29.0
Chatham Street Deli	Delis,Sandwiches	$$	4.5	3.0
Thanasis Greek Restaurant	Greek,Mediterranean	$$	3.0	5.0
Vesta Pizzeria & Antipasto Bar	Pizza		5.0	1.0
Haz Subs and Salads	Delis	$	4.5	3.0
Domino’s Pizza	Pizza,Chicken Wings,Sandwiches		2.0	15.0
Byblos Cafe & Grill II	Seafood,Mediterranean	$$	2.5	33.0
Taza Mediterranean Grill	Mediterranean	$$	2.0	3.0
Coney King Coney Island	Breakfast & Brunch,American (Traditional)	$	3.5	9.0
Pete’s Place	Breakfast & Brunch,Greek	$	3.5	9.0
The Lumberjack	Breakfast & Brunch,Salad,Seafood	$$	3.0	46.0
The Pita Grill	Sandwiches	$	3.0	14.0
Zingara Fine Trattoria	Pizza,Italian,Venues & Event Spaces	$$	3.5	15.0
Jimmy John’s	Sandwiches		2.5	9.0
Sushi-One Express	Japanese,Sushi Bars	$$$	3.5	7.0
Kevin Osborn	Pizza,Bikes,Accessories		2.5	2.0
United Grill	Diners		4.5	4.0
Flings Chicken & Taters	Caterers,Chicken Wings	$$	3.5	8.0
Da Luciano Trattoria	Italian	$$	4.5	2.0
La Pita Fresh	Middle Eastern	$	3.5	43.0
Old Campus Restaurant	Diners	$	3.0	21.0
Sarducci’s Pizza West	Pizza		5.0	1.0
Eggsmart	Breakfast & Brunch	$$	2.0	8.0
Capri Pizzeria	Pizza	$$	3.5	6.0
Pause Cafe	Cafes,Ice Cream & Frozen Yogurt		4.0	3.0
Uptown Restaurant	Breakfast & Brunch		4.0	9.0
Pekin Pavilion	Chinese	$	3.0	10.0
Stack’d	Breakfast & Brunch,American (New),American (Traditional)		1.5	2.0
Butchers Inn	American (Traditional),Bars,Breakfast & Brunch	$	3.5	8.0
Downtown Loius	Bars,American (New)			
Caribbean Heat and Canadian Twist	Caribbean		4.0	2.0
Crossroads Cafe	Barbeque		3.0	1.0
Wonder Wok	Chinese		3.5	4.0
Royal Grill Restaurant	Breakfast & Brunch	$	5.0	4.0
Hellenic Sub	Sandwiches	$	4.5	3.0
Six Pack Bar & Grill	Restaurants		3.5	4.0
The Artist Cafe	Cafes	$$	2.0	16.0
Lunchtime Detroit	Delis	$	3.5	9.0
Burger King	Burgers,Fast Food		3.0	6.0
La Michoacana Tortilla Bakery	Bakeries,Mexican		4.0	1.0
The Guardian - Zingerman’s On Tap	Cafes			
Franco’s Restaurant	Caterers,Pizza	$$	2.5	7.0
Pizzaway	Pizza	$	3.5	4.0
Tim Horton’s	Cafes	$	1.5	6.0
China House	Chinese	$	3.0	8.0
The Market District	Buffets	$$	1.5	18.0
Subway	Sandwiches,Fast Food		5.0	1.0
Motown Coney Island	Hot Dogs	$	3.0	12.0
The Dugout	Sports Bars,Music Venues,Chicken Wings	$$	4.0	6.0
Gilligan’s	Burgers	$$	3.0	9.0
Pho Noodle Station	Vietnamese	$$	4.0	1.0
Zef’s Coney Island	Restaurants		4.0	1.0
Deb’s Diner	Diners	$	3.5	6.0
Sam’s Pizzeria & Cantina	Pizza	$$	3.5	19.0
Flying Tiger Restaurant	Chinese	$$	2.5	8.0
10 Friends Diner	Diners,Breakfast & Brunch	$	4.0	3.0
Bagley Grille	Southern,Soul Food		1.0	1.0
Al Basha Subs - Wayne State Univ	Sandwiches,Burgers,Middle Eastern	$	3.0	16.0
Sweet Chili Indian Restaurant	Indian	$$	3.5	12.0
Burger King	Burgers		4.0	2.0
Domino’s Pizza	Pizza,Chicken Wings,Sandwiches	$$	3.0	3.0
Bob O’s Pizzeria	Pizza		4.0	1.0
The Breadstick Bar and Bistro	American (Traditional)	$		
Amicci’s Pizza	Pizza	$	2.5	31.0
Little Caesars Pizza	Pizza		3.5	3.0
Olympic Grill	Diners	$	3.5	23.0
The Gourmet Emporium	Tapas Bars	$$$	2.5	5.0
Walker Ville Station	Greek,Mediterranean		3.5	2.0
Value Pizza	Pizza	$	4.0	3.0
Jet’s Pizza	Pizza	$$	2.5	29.0
Papa Romano’s Pizza	Pizza	$	1.0	2.0
Midtown Kabob House	Middle Eastern,Indian		4.0	4.0
Subway	Fast Food,Sandwiches	$	3.0	5.0
McDonald’s	Fast Food,Burgers	$	4.5	7.0
House of India	Indian	$$	3.0	13.0
Home Run Subs	Sandwiches	$	2.0	1.0
Delite Cafe Deli Detroit	Ice Cream & Frozen Yogurt,Coffee & Tea,Delis	$	5.0	3.0
Firewater Bar & Grill	Southern,Bars	$$	3.0	5.0
Dynasty Chinese Food	Chinese	$	2.5	23.0
Marija’s Place	Breakfast & Brunch,Sandwiches		4.5	3.0
Man Yuen Szechuan Restaurant	Chinese		3.0	4.0
Kid Rocks Made In Detroit	Southern,Bars	$$$	3.5	4.0
Hot Spot Pita’s & Grill	Sandwiches		3.5	3.0
Little Caesars Pizza	Pizza	$	2.5	4.0
Green Bean Cafe	Cafes	$$	4.0	1.0
Taco Mama	Street Vendors,Food Stands	$$	2.5	7.0
Mainstreet Grill & Coney Island	Breakfast & Brunch,Salad	$	2.0	7.0
Grand River Deli & Burgers	Delis,Burgers	$$	2.5	8.0
Shawarma Castle	Mediterranean	$	2.5	7.0
Walkerville Tavern	Pubs,Breakfast & Brunch	$$$	3.5	6.0
Motor City Grill	American (Traditional)	$	2.5	2.0
ascot oriental	Chinese		4.0	1.0
Bahn Thai Xpress	Thai	$	2.0	1.0
La Casalinga Ristorante	Caterers,Italian		4.0	1.0
IHOP	Breakfast & Brunch,American (Traditional),Sandwiches	$$	2.5	38.0
Mazal Tov Kosher Cuisine	Kosher,Middle Eastern	$$	4.0	1.0
Sterling Services	American (Traditional),Caterers		1.0	1.0
Subway	Sandwiches,Fast Food	$	3.0	4.0
Peking Express	Chinese	$	2.0	10.0
AK Takeaway	Lebanese			
Subway	Sandwiches,Fast Food		5.0	2.0
Subway	Sandwiches,Fast Food	$	3.5	6.0
Passport Pizza ‘n’ Ribs	Pizza,Sandwiches,Salad	$	2.5	35.0
Jet’s Pizza	Pizza	$	2.5	45.0
La Musique Restaurant	American (New)	$$	2.0	8.0
Zingara Fine Trattoria	Pizza,Italian,Venues & Event Spaces	$$	3.5	15.0
Wonder Wok	Chinese		3.5	4.0
Stoney Creek Brewery & Restaurant	Restaurants			
Hygrade Deli	Delis,Sandwiches	$	4.0	94.0
The Liquid Library	Pubs,American (Traditional)		5.0	1.0
Malic’s Restaurant & Delicatessen	Caterers,Delis,Sandwiches	$	3.0	6.0
Burger King	Burgers		4.0	2.0
La Michoacana Tortilla Bakery	Bakeries,Mexican		4.0	1.0
Deli At Brewery Park	Delis	$		
Wendy’s	Fast Food,Burgers	$	3.0	6.0
Harvey’s Restaurants	Fast Food,Burgers,American (Traditional)	$	3.5	4.0
That Sandwich Place	Restaurants		3.0	1.0
Chiqui Mexican	Mexican,Breakfast & Brunch,Sandwiches		5.0	1.0
Greek Pita	Sandwiches,Greek,Mediterranean		2.0	5.0
Pizza Pizza	Pizza,Fast Food	$	3.5	4.0
Sticks and Bones Grill	American (Traditional)			
Moo Cluck Moo Truck	Burgers,Food Trucks,American (Traditional)		2.0	1.0
McDonald’s	Fast Food,Burgers	$	1.5	9.0
Crave Grill	Canadian (New)		2.0	1.0
Olympia Club	Buffets			
Motown Cafe & Grill	American (New)			
Subway	Sandwiches,Fast Food		2.5	3.0
MJ’s Pizza and Wings	Pizza,Fast Food		3.5	3.0
Church’s Fried Chicken	American (Traditional)		2.0	1.0
Wendy’s	Fast Food,Burgers	$	3.0	7.0
Pizza Pizza	Pizza,Italian,Chicken Wings	$$	1.5	3.0
Big Mama’s Pizza N’ More	Pizza		2.0	3.0
Hambone’s	Sandwiches	$	4.0	2.0
Bacchus Ristorante	Italian			
Shawarma Kingdom Restaurant	Middle Eastern	$	3.0	4.0
Pizza Plus	Pizza	$$	3.0	5.0
Addis Ethiopian Restaurant	Ethiopian	$$	4.0	1.0
Sun Cheong Gourmet Barbeque House	Barbeque		3.0	1.0
Little Caesar’s Pizza	Pizza	$$	2.5	8.0
Gold ‘n’ Greens	Cafeteria	$	4.5	3.0
Rhythmz Grill & Music Cafe	Restaurants		4.0	1.0
Biryani & Grill	Pakistani,Indian,Halal		5.0	1.0
McDonald’s	Burgers,Fast Food	$	3.5	3.0
Jimmy John’s	Sandwiches	$	2.0	29.0
The Chatham Street Grill	Restaurants		4.0	1.0
Naples Pizza	Pizza	$$	2.0	3.0
Faces Roadhouse On College	Canadian (New)		2.0	1.0
Szechuan Garden Restaurant	Chinese		3.0	4.0
Full House Seafood Chinese Cuisine	Seafood,Dim Sum		2.0	1.0
Windsor Sandwich Shop	Sandwiches,Salad,Coffee & Tea	$	3.5	14.0
Little Caesars Pizza	Pizza			
Beau Bien Fine Foods	Specialty Food,Sandwiches		5.0	1.0
You Name It	American (Traditional)		2.5	4.0
Bliss Sunday Brunch	Breakfast & Brunch,Salad,Waffles			
McDonald’s	Fast Food,Burgers	$	2.0	21.0
Paulette’s Island Palace	Caterers,Caribbean	$$	4.0	2.0
Gabriel Hall	Cajun/Creole			
Coney Man	Hot Dogs,Soup,Burgers	$	3.0	4.0
Arianna’s Grille	Diners,American (New),Sandwiches	$	3.5	3.0
Cafe Mix	Cafes			
Buon Girono Bistro	Canadian (New)		3.0	2.0
Oscar’s Coney Island	Restaurants		4.0	1.0
Station Restaurant	Restaurants		4.5	3.0
Johnny Garlic’s	Restaurants		2.5	3.0
Delicious Dogs	Hot Dogs,Food Stands			
Wendy’s	Fast Food,Burgers	$	3.0	6.0
Crave Grill	Canadian (New)		1.0	2.0
Rice Bowl Asian Kitchen	Chinese	$	1.5	8.0
Green Bean Café	Desserts,Coffee & Tea,Sandwiches	$	3.5	10.0
Heavenly Chicken	Breakfast & Brunch			
YaYa’s Flame Broiled Chicken	Desserts,Beverage Store,Chicken Wings		3.0	1.0
Kabob N Grill	Restaurants		4.0	1.0
Al-Sabeel Restaurant	Lebanese		4.0	5.0
Campbell Pizza	Pizza,Chicken Wings			
Sisters On A Roll ,Mobile Cafe	Gluten-Free,Vegetarian,Specialty Food			
Big Tony’s Original Woodfired Pizza	Pizza,Italian	$$	1.5	3.0
Cafe 333	Delis			
Truth Music Cafe	Cafes,Music Venues			
Citgo - Mexican town Deli	Gas Stations,Delis	$	4.0	2.0
Kitchen Ramarj	Mediterranean,Pop-Up Restaurants,African			
Jon’s Diner	Diners			
Domino’s Pizza	Pizza	$$	1.5	13.0
Sbarro	American (New)			
Subway	Sandwiches,Fast Food	$	1.0	1.0
Motor City Pit Stop Cafe	Restaurants			
Asian Village	Asian Fusion			
Happy’s Pizza	Pizza	$$	1.5	7.0
Burger King	Burgers,Fast Food	$	3.0	1.0
Noodl	Italian			
Thang Long	Vietnamese		1.0	1.0
Legends Coney Island	American (Traditional),Food			
Namaste Flavours	Indian		2.0	1.0
Border City Coney	Hot Dogs,American (Traditional)	$		
Chester Fried Chicken	Chicken Shop			
Subway	Sandwiches,Fast Food	$	3.5	3.0
Rick’s Delight’s	Delis			
United Cafe Coney Island	Restaurants	$	2.5	3.0
Subway	Sandwiches,Fast Food	$	3.5	2.0
Mr Shishkebab Restaurant	Greek,Mediterranean		5.0	1.0
All Day Breakfast	American (Traditional),Breakfast & Brunch,Buffets			
McDonald’s	Fast Food,Burgers	$	1.5	2.0
Shimmy Shack	Vegetarian,Food Trucks	$$	3.0	14.0
Ana Deli	Delis,Sandwiches			
FlavorKing	Comfort Food			
New Center Gourmet	Delis	$	2.5	6.0
White Castle	Fast Food,Burgers	$	3.0	14.0
Mary’s Cafe	Cafes			
Joint Ventures- The Hub	Salad,Sandwiches			
Bombay Grill House	Indian,Breakfast & Brunch,Pakistani	$		
Rich’s Fountain View Cafe	Cafes			
Pizza Hut	Pizza			
Subway	Sandwiches,Fast Food			
Taco Bell	Mexican		1.0	1.0
5057atMaccabees	Sandwiches,American (New),Bars	$	3.0	8.0
Tony’s Diner	Canadian (New)			
Mc Donalds	Food Stands			
Bagley Cafe	Cafes			
Vernor Coney Island	American (Traditional)			
Gratiot Grill	American (Traditional)			
Harmony & Soul	Breakfast & Brunch,French			
Ted’s Cafe	Restaurants			
Hungry Howie’s Pizza	Pizza			
Hollywood Brown Derby Restaurant At Mgm Grand Detroit Casino	Restaurants			
Royals Restaurant	Seafood,Soup			
Deli At Brewery Park	Delis	$		
Starbucks	Cafes			
Mr. Pita	Mexican,Sandwiches			
H & S Deli	Delis,Sandwiches			
KFC	Fast Food		3.0	1.0
Subway	Fast Food,Sandwiches			
McDonald’s	Fast Food,Burgers	$	1.0	17.0
Touch of Loving Deli	Soul Food			
Tim Hortons	Coffee & Tea,Donuts,Cafes	$$	3.0	1.0
Burger King	Fast Food,Burgers			
Wingstop	Chicken Wings		2.0	1.0
Desi Hut	Indian,Pakistani	$		
Tim Hortons	Fast Food	$	2.0	1.0
Domino’s Pizza	Pizza			
Gourmet Burger Kitchen	Burgers			
Hasbeens Bar & Grill	Bars,American (Traditional)			
Marios Restaurant	Italian			
La Bamba Burrito Company	Mexican			
Lajalisciense	Mexican			
K & T Specialty Foods Ltd	Gluten-Free,Bakeries			
Checkers	Hot Dogs	$	3.0	7.0
Italian Sandwich Deli	Italian,Sandwiches,Delis			
Randy’s Sausage	Delis,Meat Shops			
The Doghouse & Deli	Canadian (New)			
Krispy Krunchy Chicken	Chicken Wings			
Ersu	Chinese			
Lunchtime Global	Sandwiches	$$		
Grapevine Cafe	Coffee & Tea,Restaurants			
Gyros & More	Greek		4.0	1.0
Subway	Sandwiches,Fast Food	$	4.0	1.0
Freshii	Fast Food,Salad,Juice Bars & Smoothies		2.5	7.0
Nader’s Quality Cuisine & Cafe	Coffee & Tea,Breakfast & Brunch	$$	1.0	1.0
Ottawa Sausage & Delicatessen	Delis,Sandwiches			
Dominion House	Bars,Burgers			
Kabab N Curry	Indian,Halal,Pakistani		3.0	1.0
State Bardba Clear Channel Ent	Restaurants			
Hungry Howie’s Pizza	Pizza			
Taco Bell	Tex-Mex,Fast Food,Mexican		2.5	2.0
The Downtowner Diner	Diners			
Mario’s Vineria & Pasta Bar	Italian			
B G’s Korean Restaurant	Korean			
Rivercafe	Restaurants			
Shawarma Express	Middle Eastern		2.5	4.0
Slices Pizza	Pizza			
Royal Indian Cuisine	Middle Eastern,Indian,Pakistani			
Deck	Performing Arts,Restaurants			
Downtown Pizzaria	Pizza			
Riviera Pizza & Fish & Chips by the Serra’s	Pizza,Fish & Chips	$$	4.5	3.0
Club HQ	Bars,Cafes			
Thai Silk Restaurent	Thai			
Maverick’s Food & Spirits	Restaurants			
Tutto Ristorante	Italian			
Family Fair Deli	Delis			
The Flaming Island	Diners			
Mama Mia Pizzeria	Beer,Wine & Spirits,Pizza			
Hing Lung	Chinese		5.0	1.0
G & T Management	Restaurants			
Snack In the Box	American (New)			
East African & Asian Restaurant	Asian Fusion,African			
Tim Hortons	Coffee & Tea,Breakfast & Brunch	$	3.5	4.0
Greek Town Pita And Shawarma	Greek		2.0	2.0
Burger King	Burgers,Fast Food	$	1.0	3.0
Lucky Fortune Diner	Diners			
Subway	Sandwiches,Fast Food		2.0	2.0
James A Samborn	Lawyers,Restaurants			
E Indian Cuisine	Middle Eastern,Indian,Pakistani			
The Original Brothers Pizza	Pizza	$$	3.0	1.0
Dynasty Chinese Cuisine & Bbq	Chinese,Barbeque,Imported Food	$		
Boschetto Ristorante	Caterers,Italian,Pizza			
Il Bosco Ristorante	Caterers,Italian,Pizza			
KFC	Chicken Wings,Fast Food		1.0	1.0
Peggy Day’s	Desserts,Fast Food			
Avalon Cafe Biscuit Bar	Sandwiches,Coffee & Tea,Breakfast & Brunch		3.5	2.0
Fish City	Restaurants			
Pita Cruiser Food Truck	Food Trucks,Mediterranean		3.0	2.0
Classic Bakery	Pizza			
Wah Kee Chinese Restaurant	Chinese			
Pita Pit	Sandwiches			
The Cook’s Crossing	American (New)			
Poker Pizza	Pizza			
Pizza King Restaurant	Pizza		1.0	1.0
Napol 2 For 1 Pizza & Wings	Chicken Wings,Pizza			
Subway	Sandwiches,Fast Food		1.0	1.0
United Fish Distributors	Seafood			
Quality European Deli	Delis,Sandwiches			
Spys	Sandwiches			
Subway	Sandwiches,Fast Food		2.5	3.0
Subway	Fast Food,Sandwiches			
Sub City	Sandwiches			
La Bottega Italian Deli	Delis,Books,Mags,Music & Video			
Euro Transylvania Delicatessen	Delis,Sandwiches			
Epicurean Cafe	Restaurants	$		
Franco’s Restaurants	Pizza			
Quizno’s Subs	Sandwiches			
Bongs Noodles	Noodles			
Mancuso’s Trattoria	Italian	$$$	2.0	1.0
Prashek’s Sausage	Delis,Sandwiches,Meat Shops			
KFC	Chicken Wings,Fast Food	$	1.0	3.0
Triple J-Market	Delis,Sandwiches			
Flame Grill	Restaurants			
Chicken Inn Restaurant	Chicken Wings	$$	5.0	2.0
